Student,Advisor
"Jia-Yu Pan","Christos Faloutsos"
"Carlos Garcia-Alvarado","Carlos Ordonez"
"Kui Yu","Wei Ding 0003"
"Hong Gao","Jianzhong Li"
"Supun Samarasekera","Rakesh Kumar 0001"
"Shaoping Ma","Min Zhang 0006"
"Takayuki Okatani","Koichiro Deguchi"
"Xiang Ren","Jiawei Han"
"Manos Tsagkias","Maarten de Rijke"
"Juanzi Li","Jie Tang"
"Long Zhu","Alan L. Yuille"
"Li-Jia Li","Fei-Fei Li"
"Zenglin Xu","Irwin King"
"Geoffrey Holmes","Bernhard Pfahringer"
"Pedro Pereira Rodrigues","João Gama"
"Sergey Tulyakov","Venu Govindaraju"
"Yasuko Matsubara","Yasushi Sakurai"
"Russel Pears","Yun Sing Koh"
"Mong-Li Lee","Wynne Hsu"
"Chih-Hua Tai","Philip S. Yu"
"Ming Ji","Jiawei Han"
"Caetano Traina Jr.","Christos Faloutsos"
"Wenyuan Dai","Qiang Yang 0001"
"Shiyu Chang","Thomas S. Huang"
"David A. Knowles","Zoubin Ghahramani"
"Benyu Zhang","Zheng Chen"
"Jouni K. Seppänen","Heikki Mannila"
"Yuanhao Chen","Alan L. Yuille"
"Wenyuan Dai","Yong Yu"
"Sameep Mehta","Srinivasan Parthasarathy"
"Junfeng He","Shih-Fu Chang"
"Wanli Ouyang","Xiaogang Wang"
"Jinze Liu","Wei Wang 0010"
"Steffen Bickel","Tobias Scheffer"
"Zhen Lei","Stan Z. Li"
"Purushottam Kar","Prateek Jain 0002"
"Xiao He","Claudia Plant"
"Christoph Rhemann","Carsten Rother"
"Xin-Jing Wang","Lei Zhang 0001"
"Changhu Wang","Lei Zhang 0001"
"Tomer Hertz","Daphna Weinshall"
"Wenyuan Dai","Gui-Rong Xue"
"Andrew Eisenberg","Jim Melton"
"Dong Yi","Zhen Lei"
"Xuanjing Huang","Qi Zhang"
"Ralph Krieger","Ira Assent"
"Yuanhao Chen","Long Zhu"
"Jianhua Feng","Guoliang Li"
"De-Nian Yang","Ming-Syan Chen"
"Xiaoxiao Shi","Philip S. Yu"
"Heng Ji","Jiawei Han"
"Evangelos E. Papalexakis","Christos Faloutsos"
"Agma J. M. Traina","Christos Faloutsos"
"Jianhui Chen","Jieping Ye"
"Keng-Pei Lin","Ming-Syan Chen"
"Jinfeng Yi","Rong Jin"
"Wei Peng","Tao Li"
"Qiang Zhu 0002","Eamonn J. Keogh"
"Dijun Luo","Chris H. Q. Ding"
"Erich Schubert","Hans-Peter Kriegel"
"Alexey Pryakhin","Hans-Peter Kriegel"
"Yang Yu","Zhi-Hua Zhou"
"Igor V. Cadez","Padhraic Smyth"
"Lijun Chang","Jeffrey Xu Yu"
"Nitin Gupta 0003","Johannes Gehrke"
"Maya Ramanath","Gerhard Weikum"
"Dong Liu","Shih-Fu Chang"
"Ken C. K. Lee","Wang-Chien Lee"
"Pu Wang","Carlotta Domeniconi"
"Buyue Qian","Ian Davidson"
"Dongryeol Lee","Alexander G. Gray"
"Eunho Yang","Pradeep D. Ravikumar"
"James C. Bezdek","Christopher Leckie"
"Robert J. Hilderman","Howard J. Hamilton"
"Erich Schubert","Arthur Zimek"
"Vladislav Shkapenyuk","Theodore Johnson"
"Henrik Stewénius","David Nistér"
"Alexey Pryakhin","Matthias Schubert"
"J. Scott McCarley","Martin Franz"
"Irwin King","Michael R. Lyu"
"Fuzhen Zhuang","Zhongzhi Shi"
"Tianbao Yang","Rong Jin"
"Kun-Lung Wu","Philip S. Yu"
"Yuchen Zhao","Philip S. Yu"
"Guan Wang","Philip S. Yu"
"Zhijun Yin","Jiawei Han"
"Yintao Yu","Jiawei Han"
"Mary McGlohon","Christos Faloutsos"
"Daxin Jiang","Jian Pei"
"Krikamol Muandet","Bernhard Schölkopf"
"Howard R. Turtle","W. Bruce Croft"
"Choon Hui Teo","Alexander J. Smola"
"Yanjie Fu","Hui Xiong"
"Andreas Züfle","Hans-Peter Kriegel"
"Xu-Ying Liu","Zhi-Hua Zhou"
"Ming Li 0005","Zhi-Hua Zhou"
"Shimon Whiteson","Maarten de Rijke"
"Arthur U. Asuncion","Padhraic Smyth"
"Rong-Hua Li","Jeffrey Xu Yu"
"Arijit Khan","Xifeng Yan"
"Hock Hee Ang","Steven C. H. Hoi"
"Shenghua Bao","Yong Yu"
"Julian J. McAuley","Jure Leskovec"
"Michael L. Wick","Andrew McCallum"
"Wanquan Liu","Svetha Venkatesh"
"Ayan Acharya","Joydeep Ghosh"
"Eric SanJuan","Jaap Kamps"
"Muhammad Aamir Cheema","Xuemin Lin"
"Yichuan Tang","Ruslan Salakhutdinov"
"Jia Wu","Chengqi Zhang"
"Jia Deng","Fei-Fei Li"
"Behzad Golshan","Evimaria Terzi"
"Junjie Yan","Stan Z. Li"
"Dheeraj Singaraju","René Vidal"
"Bruce A. Shapiro","Dennis Shasha"
"Sahand Negahban","Martin J. Wainwright"
"Giovanni Zappella","Claudio Gentile"
"Fabio Vitale","Claudio Gentile"
"Songbo Tan","Xueqi Cheng"
"Fiana Raiber","Oren Kurland"
"Praveen Srinivasan","Jianbo Shi"
"Cewu Lu","Jiaya Jia"
"Yingyu Liang","Maria-Florina Balcan"
"Hui Cheng","Harpreet S. Sawhney"
"Yonatan Aumann","Ronen Feldman"
"Jérémy Besson","Jean-François Boulicaut"
"Philippe Fournier-Viger","Vincent S. Tseng"
"Weining Qian","Aoying Zhou"
"Krishna V. Shenoy","Maneesh Sahani"
"Junjie Yan","Zhen Lei"
"Luis Leopoldo Perez","Christopher M. Jermaine"
"Brian Dalessandro","Claudia Perlich"
"Like Gao","Xiaoyang Sean Wang"
"Albert J. Sinusas","James S. Duncan"
"Guangyan Huang","Yanchun Zhang"
"A. Prasad Sistla","Ouri Wolfson"
"Xingzhi Sun","Maria E. Orlowska"
"Sebastian Tschiatschek","Franz Pernkopf"
"Emanuele Rodolà","Andrea Torsello"
"Kevin Wilkinson","Alkis Simitsis"
"Christos Tryfonopoulos","Manolis Koubarakis"
"Eric SanJuan","Patrice Bellot"
"Luc Bouganim","Philippe Pucheral"
"Alexandre Termier","Marie-Christine Rousset"
"Xiaofeng He","Chris H. Q. Ding"
"Duen Horng Chau","Christos Faloutsos"
"Kate Saenko","Trevor Darrell"
"Mohammad M. Masud","Bhavani M. Thuraisingham"
"Adriano Veloso","Wagner Meira Jr."
"Sihong Xie","Philip S. Yu"
"Tim Weninger","Jiawei Han"
"Nicholas D. Sidiropoulos","Christos Faloutsos"
"Neil Shah","Christos Faloutsos"
"Sethuraman Panchanathan","Jieping Ye"
"Joyce Y. Chai","Rong Jin"
"Rita Chattopadhyay","Wei Fan"
"Nitin Agarwal","Huan Liu"
"Peer Kröger","Hans-Peter Kriegel"
"Markus M. Breunig","Hans-Peter Kriegel"
"Karin Kailing","Hans-Peter Kriegel"
"Jeff Donahue","Trevor Darrell"
"Rajat Raina","Andrew Y. Ng"
"Xuegang Hu","Xindong Wu"
"Fredrick H. M. Semazzi","Vipin Kumar"
"KyungHyun Cho","Yoshua Bengio"
"Junqiang Liu","Ke Wang"
"Zhaochun Ren","Maarten de Rijke"
"Aleksandr Chuklin","Maarten de Rijke"
"Paul Wohlhart","Horst Bischof"
"Nikhil Rasiwasia","Nuno Vasconcelos"
"Shengliang Xu","Yong Yu"
"Benjamin Packer","Daphne Koller"
"Sitaram Asur","Srinivasan Parthasarathy"
"Matthew Eric Otey","Srinivasan Parthasarathy"
"Takafumi Kanamori","Masashi Sugiyama"
"Xiao-Ming Wu","Shih-Fu Chang"
"Jiang Wang","Ying Wu"
"Monica Landoni","Jaap Kamps"
"Mukund Deshpande","George Karypis"
"Shalabh Bhatnagar","Csaba Szepesvári"
"Tianyi Zhou","Dacheng Tao"
"Eyal Even-Dar","Yishay Mansour"
"Yi Zhang 0010","Jeff G. Schneider"
"Rita Chattopadhyay","Ian Davidson"
"Shaoting Zhang","Dimitris N. Metaxas"
"Peter Haider","Tobias Scheffer"
"Jimei Yang","Ming-Hsuan Yang"
"Tilman Lange","Joachim M. Buhmann"
"Dóra Erdös","Evimaria Terzi"
"Marcus Rohrbach","Bernt Schiele"
"Quanzeng You","Jiebo Luo"
"Min-Yen Kan","Tat-Seng Chua"
"Avinash Ravichandran","René Vidal"
"Shazia Wasim Sadiq","Xiaofang Zhou"
"Lingfeng Niu","Yong Shi"
"Feng Zhou","Fernando De la Torre"
"George Konidaris","Andrew G. Barto"
"Wenzhuo Yang","Huan Xu"
"Jitender S. Deogun","Vijay V. Raghavan 0001"
"Yin Li","James M. Rehg"
"Minghua Zhang","Ben Kao"
"Yan Ke","Rahul Sukthankar"
"Andreas Maurer","Massimiliano Pontil"
"Qinfeng Shi","Chunhua Shen"
"Panagis Magdalinos","Michalis Vazirgiannis"
"Alexander Vezhnevets","Vittorio Ferrari"
"Marc E. Maier","David Jensen"
"Christof Bornhövd","Wolfgang Lehner"
"Anna Monreale","Dino Pedreschi"
"Roger S. Barga","David B. Lomet"
"Yoram Gdalyahu","Daphna Weinshall"
"Yinan Li","Jignesh M. Patel"
"Yang Wang 0001","Dimitris Samaras"
"Michal Havlena","Tomás Pajdla"
"Xin Fu","Diane Kelly 0001"
"Feng Han","Harpreet S. Sawhney"
"Hendrik P. A. Lensch","Hans-Peter Seidel"
"Monica Landoni","Shlomo Geva"
"Karin Kailing","Peer Kröger"
"Victor Gabillon","Mohammad Ghavamzadeh"
"Dmitri V. Kalashnikov","Sharad Mehrotra"
"Markus M. Breunig","Jörg Sander"
"Cathal Gurrin","Alan F. Smeaton"
"Ming Shao","Yun Fu"
"Liang Wang 0002","Ruigang Yang"
"Fakhri Karray","Mohamed S. Kamel"
"Ian Endres","Derek Hoiem"
"Monica Landoni","Andrew Trotman"
"Seungkyu Lee","Yanxi Liu"
"Guangzhong Sun","Xing Xie"
"Jianlin Feng","Wilfred Ng"
"Pascal Germain","Mario Marchand"
"Lucja Kot","Christoph Koch 0001"
"Monica Landoni","Gabriella Kazai"
"David J. Weiss","Ben Taskar"
"Benjamin Sapp","Ben Taskar"
"Zhiang Wu","Junjie Wu"
"Hongfu Liu","Junjie Wu"
"Il Memming Park","Jonathan W. Pillow"
"Ali Borji","Laurent Itti"
"Daniel Hernández-Lobato","José Miguel Hernández-Lobato"
"Jianshu Weng","Qi He"
"Nobuhisa Ueda","Hiroshi Mamitsuka"
"Jianguo Xiao","Xiaojun Wan"
"King-Lup Liu","Weiyi Meng"
"Hangzai Luo","Jianping Fan"
"Caiming Xiong","Jason J. Corso"
"Gerhard Neumann","Jan Peters 0001"
"Shengliang Xu","Shenghua Bao"
"Saehoon Kim","Seungjin Choi"
"Justin J. Levandoski","Mohamed F. Mokbel"
"Heikki Keskustalo","Kalervo Järvelin"
"Fredrick H. M. Semazzi","Nagiza F. Samatova"
"Bartek Rajwa","Murat Dundar"
"Rusins Freivalds","Carl H. Smith"
"Wenwu Zhu 0001","Shiqiang Yang"
"Wenxin Liang","Xianchao Zhang"
"Fei Yan","Krystian Mikolajczyk"
"Pietro Pala","Alberto Del Bimbo"
"Bin Fu","Zhihai Wang"
"Xiaopeng Xi","Li Wei"
"Marc Gyssens","Jan Paredaens"
"Ziyang Liu","Yi Chen 0001"
"Vit Niennattrakul","Chotirat Ann Ratanamahatana"
"Christine Körner","Michael May"
"Paolo Garza","Elena Baralis"
"Yanping Chen 0005","Bing Hu 0001"
"Wouter Weerkamp","Maarten de Rijke"
"Thanawin Rakthanmanon","Eamonn J. Keogh"
"Xuehua Shen","ChengXiang Zhai"
"Lu Qin","Jeffrey Xu Yu"
"Ahmed Hassan Awadallah","Ryen W. White"
"Yang Xiang","Ruoming Jin"
"Krzysztof Dembczynski","Eyke Hüllermeier"
"Yang Wang 0003","Greg Mori"
"Jian Cheng","Hanqing Lu"
"Liang Du","Yi-Dong Shen"
"Tat-Jun Chin","David Suter"
"Craig Macdonald","Iadh Ounis"
"Yanyan Lan","Xueqi Cheng"
"Vivek R. Narasayya","Surajit Chaudhuri"
"Yanshan Xiao","Philip S. Yu"
"Fengjiao Wang","Philip S. Yu"
"Zheng Shao","Jiawei Han"
"Jingjing Wang","Jiawei Han"
"Yasuko Matsubara","Christos Faloutsos"
"Pedro O. S. Vaz de Melo","Christos Faloutsos"
"Keith Henderson","Christos Faloutsos"
"Kun-Ta Chuang","Ming-Syan Chen"
"Christian Walder","Bernhard Schölkopf"
"Qi Qian","Rong Jin"
"Van Dang","W. Bruce Croft"
"Jangwon Seo","W. Bruce Croft"
"Ankur P. Parikh","Eric P. Xing"
"Li Wei","Eamonn J. Keogh"
"Neil Houlsby","Zoubin Ghahramani"
"Deli Zhao","Xiaoou Tang"
"James Bergstra","Yoshua Bengio"
"Ian J. Goodfellow","Yoshua Bengio"
"Michael D. Soo","Richard T. Snodgrass"
"Marc Bron","Maarten de Rijke"
"Anne Schuth","Maarten de Rijke"
"Ramana Yerneni","Hector Garcia-Molina"
"Andreas Paepcke","Hector Garcia-Molina"
"Scott Gaffney","Padhraic Smyth"
"Shady Elbassuoni","Gerhard Weikum"
"Jeff Huang","Ryen W. White"
"Kris Ganjam","Surajit Chaudhuri"
"Steve Branson","Pietro Perona"
"Ryan Gomes","Pietro Perona"
"Thibaut Weise","Luc J. Van Gool"
"Rik Fransens","Luc J. Van Gool"
"Srinath Shankar","David J. DeWitt"
"Christian Leistner","Horst Bischof"
"Weixin Li","Nuno Vasconcelos"
"Adriane Chapman","H. V. Jagadish"
"Ricardo Henao","Lawrence Carin"
"Eric Moulines","Francis R. Bach"
"Jaewon Yang","Jure Leskovec"
"Pablo Arbelaez","Jitendra Malik"
"Liang Ge","Jing Gao"
"Tianshi Gao","Daphne Koller"
"Scott Makeig","Terrence J. Sejnowski"
"Shinichi Nakajima","Masashi Sugiyama"
"Tsuyoshi Kato","Masashi Sugiyama"
"S. Derin Babacan","Masashi Sugiyama"
"Shyjan Mahamud","Martial Hebert"
"San-Yih Hwang","Jaideep Srivastava"
"Matthijs Douze","Cordelia Schmid"
"Shirui Pan","Xingquan Zhu"
"Samaneh Moghaddam","Martin Ester"
"Bo Hu","Martin Ester"
"Gabriel Curio","Klaus-Robert Müller"
"Wensheng Wu","Clement T. Yu"
"Rianne Kaptein","Jaap Kamps"
"Qiuyue Wang","Jaap Kamps"
"Deng Cai","Xiaofei He"
"Jongmoo Choi","Gérard G. Medioni"
"James P. Rogers","Shashi Shekhar"
"Tianzhu Zhang","Narendra Ahuja"
"Yanshan Xiao","Longbing Cao"
"Rui Zhao","Xiaogang Wang"
"Randy Goebel","Osmar R. Zaïane"
"Steve Branson","Serge J. Belongie"
"Andrew Rabinovich","Serge J. Belongie"
"Yuchi Huang","Dimitris N. Metaxas"
"Tsuyoshi Kato","Hisashi Kashima"
"Kevin D. Tang","Fei-Fei Li"
"Christian Wojek","Bernt Schiele"
"Shengcai Liao","Stan Z. Li"
"Zubin Abraham","Pang-Ning Tan"
"Jerry Scripps","Pang-Ning Tan"
"Zenglin Xu","Michael R. Lyu"
"Afshin Rostamizadeh","Mehryar Mohri"
"Wyeth Bair","Christof Koch"
"Yuxiao Dong","Nitesh V. Chawla"
"Young-Rae Cho","Aidong Zhang"
"Liang Ge","Aidong Zhang"
"Christina S. Leslie","Jason Weston"
"Thomas Natschläger","Wolfgang Maass"
"Mohamed G. Elfeky","Ahmed K. Elmagarmid"
"Tai-Peng Tian","Stan Sclaroff"
"Md. Rafiul Hassan","James Bailey"
"M. Maruf Hossain","James Bailey"
"Clifford Brunk","Michael J. Pazzani"
"Rei Kawakami","Katsushi Ikeuchi"
"Zaiqing Nie","Ji-Rong Wen"
"William B. March","Alexander G. Gray"
"Jing Feng","Claudia Plant"
"Eugene Kharitonov","Pavel Serdyukov"
"Ori Stitelman","Foster J. Provost"
"Terrence Chen","Dorin Comaniciu"
"Oliver Po","Divyakant Agrawal"
"Bee-Chung Chen","Deepak Agarwal"
"Jianhui Li","Yong Ge"
"Bernardino Romera-Paredes","Massimiliano Pontil"
"Guido Sanguinetti","Manfred Opper"
"Andreas Ruttor","Manfred Opper"
"Jingu Kim","Haesun Park"
"Bing Wang","Gang Wang"
"Anthony R. Dick","Chunhua Shen"
"Christian Thurau","Kristian Kersting"
"Shi Gao","Carlo Zaniolo"
"Kai Zeng","Carlo Zaniolo"
"George Papadakis 0001","Themis Palpanas"
"Rick Lawrence","Jingrui He"
"Pei Yang","Jingrui He"
"Noam Shental","Daphna Weinshall"
"Ahmed El-Kishky","Chi Wang 0001"
"Jianping Shi","Jiaya Jia"
"Roberta Cochrane","Hamid Pirahesh"
"Siu-Ming Yiu","David Wai-Lok Cheung"
"Bokai Cao","Xiangnan Kong"
"Christoph Freudenthaler","Lars Schmidt-Thieme"
"Guihong Cao","Jian-Yun Nie"
"Kenneth Wai-Ting Leung","Dik Lun Lee"
"Wan-Ching Wu","Diane Kelly 0001"
"Kevin Small","Carla E. Brodley"
"Mohammad Taha Bahadori","Yan Liu 0002"
"Ruiping Wang","Xilin Chen"
"George Papadakis 0001","Wolfgang Nejdl"
"Keith Henderson","Tina Eliassi-Rad"
"Marco Brambilla 0001","Stefano Ceri"
"Alex Deng","Ron Kohavi"
"Chunnian Liu","Ning Zhong"
"Jeffrey Chan","Christopher Leckie"
"Qiuyue Wang","Shlomo Geva"
"Shipeng Li","Jingdong Wang"
"Loïc Cerf","Jean-François Boulicaut"
"Mohammad Norouzi 0002","David J. Fleet"
"Marcus A. Brubaker","David J. Fleet"
"Xiao Liu","Chun Chen"
"Lin Zhou","Chandra Kambhamettu"
"Zhiting Hu","Bin Cui"
"Anthony R. Dick","Anton van den Hengel"
"Imari Sato","Yoichi Sato"
"Min Sun","Silvio Savarese"
"Benjamin Kuipers","Silvio Savarese"
"H. David Mathias","Sally A. Goldman"
"Eitan Sharon","Ronen Basri"
"Dengxin Dai","Luc Van Gool"
"Mengling Feng","Limsoon Wong"
"Haojun Zhang","Limsoon Wong"
"Mingkui Tan","Ivor W. Tsang"
"Xiaohui Xie","H. Sebastian Seung"
"Weilong Yang","Greg Mori"
"Sai Kit Yeung","Chi-Keung Tang"
"Shuguo Han","Wee Keong Ng"
"Meelis Kull","Peter A. Flach"
"Richard Turner","Maneesh Sahani"
"Prasang Upadhyaya","Magdalena Balazinska"
"Xiao Liu","Jiajun Bu"
"Qiuyue Wang","Andrew Trotman"
"Guang Dai","Zhihua Zhang"
"Nicholas Jing Yuan","Xing Xie"
"Qiang Liu","Alexander T. Ihler"
"Raymond Y. K. Lau","Yuefeng Li"
"Jaesik Park","Yu-Wing Tai"
"Jun He","Xiaoyong Du"
"Hongyan Liu","Xiaoyong Du"
"Esther Galbrun","Pauli Miettinen"
"Pan Du","Jiafeng Guo"
"David Gallup","Jan-Michael Frahm"
"Minoru Yoshida","Issei Sato"
"Bin Yang","Issei Sato"
"George Lapis","Guy M. Lohman"
"Qiuyue Wang","Gabriella Kazai"
"Marie Jacob","Zachary G. Ives"
"Mohamed G. Elfeky","Walid G. Aref"
"Jason Chang","John W. Fisher III"
"Ke Chen 0005","Gang Chen 0001"
"Hsiang-Fu Yu","Cho-Jui Hsieh"
"Bingsheng Wang","Chang-Tien Lu"
"Daniel Pizarro","Adrien Bartoli"
"Oliver Spatscheck","Theodore Johnson"
"Jacob Steinhardt","Percy Liang"
"Qiuyue Wang","Marijn Koolen"
"Neil Houlsby","José Miguel Hernández-Lobato"
"Hao Tang","Zhigang Zhu"
"Maxim Raginsky","Svetlana Lazebnik"
"Ismailcem Budak Arpinar","Asuman Dogac"
"Lena Gorelick","Yuri Boykov"
"Yirong Yang","Richard R. Muntz"
"Yi Xia","Richard R. Muntz"
"Salah Rifai","Pascal Vincent"
"Carlo Ciliberto","Lorenzo Rosasco"
"Adam Jatowt","Katsumi Tanaka"
"Frederik Janssen","Johannes Fürnkranz"
"Xin Fan","Guoliang Fan"
"Shuo Wang","Xin Yao"
"Bin Chen","Peter Scheuermann"
"Mohammad Emtiyaz Khan","Kevin P. Murphy"
"Yuli Gao","Jianping Fan"
"Takahiro Okabe","Imari Sato"
"Tatsuya Asai","Hiroki Arimura"
"Xinggang Wang","Wenyu Liu"
"Huaiyu Zhu","Shivakumar Vaithyanathan"
"Minghui Qiu","Jing Jiang"
"Jun Wu","Hong Shen"
"Haojun Zhang","Guimei Liu"
"Tengjiao Wang","Dongqing Yang"
"Ian J. Goodfellow","Aaron C. Courville"
"Xavier Tannier","Martin Theobald"
"Véronique Moriceau","Martin Theobald"
"Judy Hoffman","Kate Saenko"
"Yong Xu","Hui Ji"
"William I. Grosky","Farshad Fotouhi"
"Gang Pan","Zhaohui Wu"
"Yebin Liu","Qionghai Dai"
"Wei Di","Neel Sundaresan"
"Liyun Ru","Min Zhang 0006"
"Yui Man Lui","J. Ross Beveridge"
"Izchak Sharfman","Daniel Keren"
"Fei Wu","Yueting Zhuang"
"Bin Tan","Xuehua Shen"
"Alan Hanjalic","Martha Larson"
"Jingdan Zhang","Leonard McMillan"
"Tilmann Rabl","Hans-Arno Jacobsen"
"Alexandre Gramfort","Bertrand Thirion"
"Yogesh Rathi","Allen Tannenbaum"
"Stefano Berretti","Alberto Del Bimbo"
"Konstantinos G. Derpanis","Richard P. Wildes"
"Le Kang","David S. Doermann"
"Mineichi Kudo","Atsuyoshi Nakamura"
"Qiuyue Wang","Antoine Doucet"
"Yang Wang 0007","Andrew K. C. Wong"
"Minlie Huang","Xiaoyan Zhu"
"Wei Zeng","Xianfeng Gu"
"Anthony R. Dick","Xi Li"
"Ana Lelescu","W. Scott Spangler"
"Flavio Junqueira","Vassilis Plachouras"
"Xun Tang","Tao Yang"
"Qiuyue Wang","Patrice Bellot"
"Tim K. Marks","Michael J. Jones"
"Wen-Hsiang Lu","Lee-Feng Chien"
"Dev Oliver","James M. Kang"
"Yuhai Zhao","Guoren Wang"
"Thomas Kissinger","Dirk Habich"
"Ilaria Bordino","Debora Donato"
"Ronald T. Fernández","David E. Losada"
"Christian Thurau","Christian Bauckhage"
"Christina S. Leslie","William Stafford Noble"
"Vincent Conitzer","Tuomas Sandholm"
"Ori Stitelman","Troy Raeder"
"Ke Sun","Stéphane Marchand-Maillet"
"Sen Yang","Peter Wonka"
"Chien Chin Chen","Meng Chang Chen"
"Mohamed Reda Bouadjenek","Hakim Hacid"
"Idan Szpektor","Gideon Dror"
"Anni Coden","Eric W. Brown 0001"
"Zheng Wen","Branislav Kveton"
"Suha Kwak","Bohyung Han"
"Kai Zeng","Barzan Mozafari"
"Chowdhury Farhan Ahmed","Young-Koo Lee"
"Alex Deng","Ya Xu"
"Xiuyao Song","Mingxi Wu"
"Xiao Liu","Mingli Song"
"Blaz Fortuna","Marko Grobelnik"
"Nicolas Anciaux","Luc Bouganim"
"Kunqing Xie","Guojie Song"
"Qiuyue Wang","Eric SanJuan"
"Bogdan Savchynskyy","Christoph Schnörr"
"Miguel Figueroa","Chris Diorio"
"Ori Stitelman","Brian Dalessandro"
"Grigorios Loukides","Aris Gkoulalas-Divanis"
"Mehmet Koyutürk","Ananth Grama"
"Bernd Girod","Radek Grzeszczuk"
"Gang Gou","Rada Chirkova"
"Xavier Tannier","Monica Landoni"
"Véronique Moriceau","Monica Landoni"
"Marko Robnik-Sikonja","Igor Kononenko"
"Vincent Lepetit","Pascal Fua"
"Anton van den Hengel","Chunhua Shen"
"Gang Chen 0001","Lidan Shou"
"Jiayu Zhou","Jieping Ye"
"Xia Hu","Huan Liu"
"Guiguang Ding","Jianmin Wang 0001"
"Yabo Xu","Ke Wang"
"Steve Lawrence","C. Lee Giles"
"Marijn Koolen","Jaap Kamps"
"Jin Soung Yoo","Shashi Shekhar"
"Qi Guo","Eugene Agichtein"
"Tzu-Kuo Huang","Jeff G. Schneider"
"Xiao He","Christian Böhm"
"Elke Achtert","Christian Böhm"
"Minmin Chen","Kilian Q. Weinberger"
"Geoff Holmes","Bernhard Pfahringer"
"Boris Cule","Bart Goethals"
"Linjun Yang","Xian-Sheng Hua"
"Abhishek Kumar 0001","Hal Daumé III"
"Elke Achtert","Peer Kröger"
"Geoff Holmes","Albert Bifet"
"Frank Nielsen","Richard Nock"
"Dantong Yu","Hao Huang"
"Gillian Dobbie","Yun Sing Koh"
"Antonella Guzzo","Domenico Saccà"
"Yizhou Sun","Jiawei Han"
"Peilin Zhao","Steven C. H. Hoi"
"Mohammad M. Masud","Jiawei Han"
"Marco Cristani","Vittorio Murino"
"ErHeng Zhong","Qiang Yang 0001"
"Yu Cheng","Alok N. Choudhary"
"Xiang Lian","Lei Chen 0002"
"Tianbing Xu","Philip S. Yu"
"John J. Salerno","Philip S. Yu"
"Chaokun Wang","Philip S. Yu"
"Asit Dan","Philip S. Yu"
"Krzysztof Koperski","Jiawei Han"
"Yaliang Li","Jiawei Han"
"Lu Su","Jiawei Han"
"Lance M. Kaplan","Jiawei Han"
"George Brova","Jiawei Han"
"Robson Leonardo Ferreira Cordeiro","Christos Faloutsos"
"Koji Maruhashi","Christos Faloutsos"
"Jason I. Hong","Christos Faloutsos"
"Virginia Smith","Michael I. Jordan"
"Joseph E. Gonzalez","Michael I. Jordan"
"Vineeth Nallure Balasubramanian","Jieping Ye"
"Shuai Huang","Jieping Ye"
"Jong Soo Park","Ming-Syan Chen"
"Hsiao-Ping Tsai","Ming-Syan Chen"
"Wolf Kienzle","Bernhard Schölkopf"
"Yan Xie","Charu C. Aggarwal"
"Derek Hao Hu","Qiang Yang 0001"
"Yaliang Li","Wei Fan"
"Xiatian Zhang","Wei Fan"
"Lei Tang","Huan Liu"
"John J. Salerno","Huan Liu"
"Dragomir Yankov","Eamonn J. Keogh"
"Matthias Renz","Hans-Peter Kriegel"
"Wei Zhang 0010","Xiaoou Tang"
"Tianfan Xue","Xiaoou Tang"
"György J. Simon","Vipin Kumar"
"Isaac K. Tetteh","Vipin Kumar"
"Jennie Duggan","Michael Stonebraker"
"Wensi Xi","Zheng Chen"
"Zeyuan Allen Zhu","Zheng Chen"
"Lei Ji","Zheng Chen"
"Fengshan Bai","Zheng Chen"
"Chenguang Zhu","Zheng Chen"
"Aviv Tamar","Shie Mannor"
"Manas Joglekar","Hector Garcia-Molina"
"Yanen Li","ChengXiang Zhai"
"Dae Hoon Park","ChengXiang Zhai"
"A. Inkeri Verkamo","Heikki Mannila"
"Yu Zhu","Alan L. Yuille"
"Chenxi Lin","Alan L. Yuille"
"Wei-Yin Loh","Johannes Gehrke"
"Michaela Götz","Johannes Gehrke"
"Mátyás A. Sustik","Inderjit S. Dhillon"
"Hyuk Cho","Inderjit S. Dhillon"
"Mouna Kacimi","Gerhard Weikum"
"Yi-Min Wang","Ryen W. White"
"Catherine L. Smith","Ryen W. White"
"Alexandre V. Evfimievski","Rakesh Agrawal"
"Karen Simonyan","Andrew Zisserman"
"Michael Armbrust","Michael J. Franklin"
"Nico Cornelis","Luc J. Van Gool"
"Angela Yao","Luc J. Van Gool"
"James C. Bezdek","Kotagiri Ramamohanarao"
"Seth J. White","David J. DeWitt"
"Xiaowen Ding","Bing Liu 0001"
"Thomas Pock","Horst Bischof"
"Michael Donoser","Horst Bischof"
"Amir Saffari","Horst Bischof"
"Raphael Sznitman","Pascal Fua"
"Andrea Fossati","Pascal Fua"
"Dashan Gao","Nuno Vasconcelos"
"Till Westmann","Michael J. Carey"
"Guang Feng","Wei-Ying Ma"
"Omar Oreifej","Mubarak Shah"
"Ding Zhou","Hongyuan Zha"
"Sylvain Arlot","Francis R. Bach"
"Andrew J. Connolly","Andrew W. Moore 0001"
"Nikos Anerousis","Xifeng Yan"
"Bo Zong","Xifeng Yan"
"Jialei Wang","Steven C. H. Hoi"
"Emmanuel Prados","Stefano Soatto"
"Alessandro Chiuso","Stefano Soatto"
"Steven J. Phillips","Robert E. Schapire"
"Haipeng Luo","Robert E. Schapire"
